,Rooms,Type,Price,Year,Distance,Bedroom2,Car,Landsize,CouncilArea,Propertycount
328,4,h,1700000.0,2016,9.7,3.0,1.0,672.0,Boroondara,5682.0
329,3,t,1315000.0,2016,9.2,3.0,2.0,260.0,Boroondara,7809.0
330,3,h,1500000.0,2016,9.2,3.0,1.0,778.0,Boroondara,7809.0
331,4,h,3230000.0,2016,9.2,4.0,3.0,1135.0,Boroondara,7809.0
332,4,h,1905000.0,2016,9.2,4.0,2.0,647.0,Boroondara,7809.0
333,5,h,3300000.0,2016,9.2,5.0,2.0,760.0,Boroondara,7809.0
334,4,h,1900000.0,2016,9.2,4.0,2.0,642.0,Boroondara,7809.0
335,3,h,2251000.0,2016,9.2,3.0,2.0,888.0,Boroondara,7809.0
336,4,h,2205000.0,2016,9.2,4.0,2.0,750.0,Boroondara,7809.0
337,3,h,1265000.0,2016,9.2,3.0,1.0,347.0,Boroondara,7809.0
338,4,h,1750000.0,2017,9.2,4.0,2.0,673.0,Boroondara,7809.0
339,3,h,1450000.0,2017,9.2,3.0,2.0,665.0,Boroondara,7809.0
340,4,h,2614000.0,2017,9.2,4.0,2.0,772.0,Boroondara,7809.0
341,4,h,1825000.0,2017,9.2,4.0,3.0,736.0,Boroondara,7809.0
342,5,h,3250000.0,2016,9.2,3.0,2.0,886.0,Boroondara,7809.0
343,3,t,1150000.0,2016,9.2,3.0,1.0,207.0,Boroondara,7809.0
344,4,h,1572000.0,2016,9.2,4.0,2.0,662.0,Boroondara,7809.0
345,5,h,1750000.0,2016,9.2,5.0,2.0,705.0,Boroondara,7809.0
346,4,h,1850000.0,2016,9.2,4.0,2.0,619.0,Boroondara,7809.0
347,4,h,2130000.0,2016,9.2,4.0,2.0,1274.0,Boroondara,7809.0
348,5,h,3690000.0,2016,9.2,4.0,2.0,624.0,Boroondara,7809.0
349,4,h,1740000.0,2016,9.2,4.0,2.0,610.0,Boroondara,7809.0
350,4,h,2575000.0,2016,9.2,4.0,2.0,657.0,Boroondara,7809.0
351,4,h,1388800.0,2016,9.2,3.0,1.0,517.0,Boroondara,7809.0
352,4,h,1800000.0,2016,9.2,4.0,4.0,587.0,Boroondara,7809.0
353,4,h,2910000.0,2016,9.2,4.0,2.0,1070.0,Boroondara,7809.0
354,5,h,2200000.0,2016,9.2,5.0,2.0,900.0,Boroondara,7809.0
355,3,h,1700000.0,2016,9.2,3.0,3.0,763.0,Boroondara,7809.0
356,3,h,1230000.0,2016,9.2,3.0,1.0,310.0,Boroondara,7809.0
357,7,h,2600000.0,2016,9.2,5.0,3.0,637.0,Boroondara,7809.0
358,4,h,1950000.0,2016,9.2,3.0,2.0,665.0,Boroondara,7809.0
359,5,h,1750000.0,2016,9.2,5.0,2.0,710.0,Boroondara,7809.0
360,5,h,2000000.0,2016,9.2,5.0,2.0,1002.0,Boroondara,7809.0
361,3,h,1480000.0,2016,9.2,3.0,4.0,605.0,Boroondara,7809.0
362,3,h,1818000.0,2016,9.2,3.0,1.0,722.0,Boroondara,7809.0
363,4,h,2525000.0,2016,9.2,4.0,2.0,1235.0,Boroondara,7809.0
364,4,h,3360000.0,2016,9.2,4.0,1.0,904.0,Boroondara,7809.0
365,3,h,1903000.0,2016,9.2,3.0,2.0,713.0,Boroondara,7809.0
366,4,h,1720000.0,2017,9.2,4.0,2.0,869.0,Boroondara,7809.0
367,4,h,1675000.0,2017,9.2,4.0,2.0,667.0,Boroondara,7809.0
368,4,t,1680000.0,2017,9.2,4.0,1.0,362.0,Boroondara,7809.0
369,5,h,4000000.0,2016,9.2,5.0,4.0,1364.0,Boroondara,7809.0
370,4,h,2205000.0,2016,9.2,4.0,2.0,1010.0,Boroondara,7809.0
371,3,h,2100000.0,2016,9.2,3.0,3.0,949.0,Boroondara,7809.0
372,2,h,685000.0,2016,9.2,2.0,1.0,177.0,Boroondara,7809.0
373,3,h,1335000.0,2016,9.2,3.0,2.0,368.0,Boroondara,7809.0
374,4,h,1900000.0,2016,9.2,4.0,4.0,587.0,Boroondara,7809.0
375,2,u,1040000.0,2016,9.2,2.0,1.0,250.0,Boroondara,7809.0
376,4,h,1250000.0,2017,9.2,4.0,2.0,644.0,Boroondara,7809.0
377,5,h,1875000.0,2016,9.2,5.0,2.0,842.0,Boroondara,7809.0
378,4,h,1530000.0,2016,9.2,4.0,2.0,701.0,Boroondara,7809.0
379,4,h,1700000.0,2016,9.2,3.0,5.0,754.0,Boroondara,7809.0
380,3,h,1651000.0,2016,9.2,3.0,2.0,657.0,Boroondara,7809.0
381,5,h,1920000.0,2016,9.2,5.0,2.0,900.0,Boroondara,7809.0
382,5,h,1560000.0,2016,9.2,5.0,3.0,845.0,Boroondara,7809.0
383,3,h,1038000.0,2016,9.2,3.0,1.0,207.0,Boroondara,7809.0
384,5,h,1660000.0,2016,9.2,4.0,2.0,737.0,Boroondara,7809.0
385,3,h,1770000.0,2016,9.2,3.0,1.0,720.0,Boroondara,7809.0
386,2,u,691500.0,2016,9.2,3.0,1.0,0.0,Boroondara,7809.0
387,3,u,875000.0,2016,13.0,3.0,2.0,348.0,Glen Eira,6795.0
388,3,h,1425000.0,2016,13.0,3.0,2.0,613.0,Glen Eira,6795.0
389,2,t,851000.0,2016,13.0,2.0,1.0,140.0,Glen Eira,6795.0
390,3,h,1222500.0,2016,13.0,3.0,2.0,299.0,Glen Eira,6795.0
391,3,h,1317500.0,2016,13.0,3.0,1.0,576.0,Glen Eira,6795.0
392,2,u,360000.0,2016,13.0,2.0,1.0,0.0,Glen Eira,6795.0
393,4,t,1435000.0,2016,13.0,3.0,2.0,291.0,Glen Eira,6795.0
394,3,h,1110000.0,2016,13.0,3.0,2.0,692.0,Glen Eira,6795.0
395,4,h,2435000.0,2016,13.0,3.0,2.0,795.0,Glen Eira,6795.0
396,3,h,1500000.0,2016,13.0,3.0,1.0,565.0,Glen Eira,6795.0
397,4,h,1300000.0,2016,13.0,4.0,2.0,697.0,Glen Eira,6795.0
398,3,h,1125000.0,2016,13.0,3.0,2.0,584.0,Glen Eira,6795.0
399,4,h,1328000.0,2016,13.0,3.0,2.0,610.0,Glen Eira,6795.0
400,3,h,1340000.0,2016,13.0,3.0,1.0,526.0,Glen Eira,6795.0
401,4,t,1155000.0,2016,13.0,4.0,2.0,271.0,Glen Eira,6795.0
402,3,h,1275000.0,2016,13.0,3.0,4.0,758.0,Glen Eira,6795.0
403,2,h,855000.0,2016,13.0,2.0,1.0,296.0,Glen Eira,6795.0
404,2,u,650000.0,2016,13.0,2.0,1.0,116.0,Glen Eira,6795.0
405,4,h,1815000.0,2016,13.0,4.0,4.0,902.0,Glen Eira,6795.0
406,4,h,2255000.0,2016,13.0,4.0,2.0,557.0,Glen Eira,6795.0
407,2,u,855000.0,2016,13.0,2.0,3.0,226.0,Glen Eira,6795.0
408,4,h,1860000.0,2016,13.0,4.0,3.0,855.0,Glen Eira,6795.0
409,2,u,725000.0,2016,13.0,2.0,1.0,227.0,Glen Eira,6795.0
410,3,h,1293000.0,2016,13.0,3.0,1.0,632.0,Glen Eira,6795.0
411,3,h,1328000.0,2016,13.0,3.0,2.0,690.0,Glen Eira,6795.0
412,4,t,1247000.0,2016,13.0,4.0,3.0,354.0,Glen Eira,6795.0
413,3,h,1370000.0,2016,13.0,3.0,2.0,624.0,Glen Eira,6795.0
414,3,h,1095000.0,2016,13.0,3.0,1.0,581.0,Glen Eira,6795.0
415,2,u,725000.0,2017,13.0,2.0,1.0,677.0,Glen Eira,6795.0
416,3,t,825000.0,2017,13.0,3.0,2.0,147.0,Glen Eira,6795.0
417,3,t,1235000.0,2017,13.0,3.0,2.0,0.0,Glen Eira,6795.0
418,3,h,1165000.0,2016,13.0,3.0,2.0,694.0,Glen Eira,6795.0
419,4,h,1910000.0,2016,13.0,4.0,4.0,736.0,Glen Eira,6795.0
420,2,u,820000.0,2016,13.0,2.0,3.0,336.0,Glen Eira,6795.0
421,4,h,1430000.0,2016,13.0,4.0,2.0,611.0,Glen Eira,6795.0
422,2,h,910000.0,2016,13.0,2.0,2.0,274.0,Glen Eira,6795.0
423,4,h,2520000.0,2016,13.0,4.0,2.0,579.0,Glen Eira,6795.0
424,5,h,1900000.0,2017,13.0,5.0,2.0,567.0,Glen Eira,6795.0
425,2,t,670000.0,2016,13.0,2.0,1.0,123.0,Glen Eira,6795.0
426,2,t,680000.0,2016,13.0,2.0,1.0,83.0,Glen Eira,6795.0
427,4,t,1320000.0,2016,13.0,4.0,3.0,346.0,Glen Eira,6795.0
428,6,h,1900000.0,2016,13.0,6.0,2.0,708.0,Glen Eira,6795.0
429,3,h,1535000.0,2016,13.0,2.0,2.0,572.0,Glen Eira,6795.0
430,4,h,1281000.0,2016,13.0,3.0,5.0,594.0,Glen Eira,6795.0
431,5,h,1385000.0,2016,13.0,5.0,2.0,664.0,Glen Eira,6795.0
432,4,h,2620000.0,2016,13.0,4.0,2.0,579.0,Glen Eira,6795.0
433,2,h,825000.0,2016,13.9,2.0,1.0,176.0,Glen Eira,10969.0
434,2,u,746000.0,2016,13.9,2.0,2.0,281.0,Glen Eira,10969.0
435,5,h,1275000.0,2016,13.9,5.0,2.0,683.0,Glen Eira,10969.0
436,3,u,1025000.0,2017,13.9,3.0,2.0,384.0,Glen Eira,10969.0
437,2,u,495000.0,2016,13.9,2.0,1.0,76.0,Glen Eira,10969.0
438,4,h,1220000.0,2016,13.9,3.0,2.0,585.0,Glen Eira,10969.0
439,3,h,885000.0,2016,13.9,3.0,2.0,565.0,Glen Eira,10969.0
440,3,t,830000.0,2016,13.9,0.0,2.0,292.0,Glen Eira,10969.0
441,4,t,1210000.0,2016,13.9,3.0,2.0,291.0,Glen Eira,10969.0
442,4,t,1160000.0,2016,13.9,3.0,2.0,321.0,Glen Eira,10969.0
443,3,h,1215000.0,2016,13.9,3.0,3.0,730.0,Glen Eira,10969.0
444,4,h,1200000.0,2016,13.9,4.0,2.0,619.0,Glen Eira,10969.0
445,3,h,1050000.0,2016,13.9,3.0,2.0,627.0,Glen Eira,10969.0
446,5,h,950000.0,2016,13.9,5.0,4.0,618.0,Glen Eira,10969.0
447,2,u,380000.0,2016,13.9,3.0,1.0,0.0,Glen Eira,10969.0
448,3,h,1338000.0,2016,13.9,3.0,2.0,610.0,Glen Eira,10969.0
449,2,u,651000.0,2016,13.9,2.0,1.0,265.0,Glen Eira,10969.0
450,3,h,1390000.0,2016,13.9,4.0,2.0,590.0,Glen Eira,10969.0
451,3,h,1100000.0,2016,13.9,3.0,2.0,578.0,Glen Eira,10969.0
452,4,h,1206000.0,2016,13.9,4.0,1.0,636.0,Glen Eira,10969.0
453,2,t,486500.0,2016,13.9,2.0,1.0,0.0,Glen Eira,10969.0
454,4,h,1415000.0,2016,13.9,4.0,2.0,604.0,Glen Eira,10969.0
455,4,t,1185000.0,2016,13.9,4.0,2.0,305.0,Glen Eira,10969.0
456,4,t,1060000.0,2016,13.9,4.0,1.0,313.0,Glen Eira,10969.0
457,3,h,845000.0,2016,13.9,3.0,2.0,295.0,Glen Eira,10969.0
458,3,t,860000.0,2016,13.9,3.0,1.0,254.0,Glen Eira,10969.0
459,3,t,921000.0,2016,13.9,3.0,2.0,167.0,Glen Eira,10969.0
460,2,h,742500.0,2016,13.9,2.0,1.0,300.0,Glen Eira,10969.0
461,3,h,920000.0,2016,13.9,3.0,2.0,578.0,Glen Eira,10969.0
462,2,h,702000.0,2016,13.9,2.0,1.0,591.0,Glen Eira,10969.0
463,3,t,805000.0,2016,13.9,3.0,1.0,268.0,Glen Eira,10969.0
464,4,h,1100000.0,2016,13.9,4.0,1.0,274.0,Glen Eira,10969.0
465,3,h,1050000.0,2016,13.9,3.0,4.0,726.0,Glen Eira,10969.0
466,2,h,722000.0,2016,13.9,2.0,1.0,201.0,Glen Eira,10969.0
467,3,h,930000.0,2016,13.9,3.0,2.0,588.0,Glen Eira,10969.0
468,3,h,921000.0,2016,13.9,3.0,1.0,291.0,Glen Eira,10969.0
469,4,h,1035000.0,2016,13.9,3.0,2.0,610.0,Glen Eira,10969.0
470,4,h,1352000.0,2016,13.9,4.0,2.0,618.0,Glen Eira,10969.0
471,4,t,1005000.0,2016,13.9,4.0,2.0,296.0,Glen Eira,10969.0
472,5,h,1600000.0,2016,13.9,4.0,2.0,659.0,Glen Eira,10969.0
473,3,h,1200000.0,2016,13.9,3.0,1.0,721.0,Glen Eira,10969.0
474,3,h,780000.0,2016,13.9,3.0,2.0,421.0,Glen Eira,10969.0
475,4,t,1250000.0,2016,13.9,4.0,2.0,314.0,Glen Eira,10969.0
476,4,h,1110000.0,2016,13.9,4.0,2.0,583.0,Glen Eira,10969.0
477,4,h,1690000.0,2016,13.9,4.0,2.0,700.0,Glen Eira,10969.0
478,3,u,791000.0,2016,13.9,3.0,1.0,391.0,Glen Eira,10969.0
479,3,h,900000.0,2016,13.9,3.0,3.0,780.0,Glen Eira,10969.0
480,3,t,970000.0,2017,13.9,3.0,2.0,267.0,Glen Eira,10969.0
481,3,h,823000.0,2017,13.9,3.0,2.0,213.0,Glen Eira,10969.0
482,4,t,1045000.0,2016,13.9,4.0,1.0,316.0,Glen Eira,10969.0
483,2,u,655000.0,2016,13.9,2.0,1.0,154.0,Glen Eira,10969.0
484,5,h,1550000.0,2016,13.9,5.0,2.0,623.0,Glen Eira,10969.0
485,3,h,835000.0,2016,13.9,3.0,1.0,250.0,Glen Eira,10969.0
486,4,t,1465000.0,2016,13.9,3.0,2.0,319.0,Glen Eira,10969.0
487,3,h,910000.0,2016,13.9,3.0,1.0,587.0,Glen Eira,10969.0
488,3,u,920000.0,2016,13.9,3.0,1.0,388.0,Glen Eira,10969.0
489,3,t,935000.0,2016,13.9,3.0,2.0,230.0,Glen Eira,10969.0
490,3,h,977000.0,2016,13.9,3.0,2.0,543.0,Glen Eira,10969.0
491,3,h,1352000.0,2016,13.9,3.0,2.0,686.0,Glen Eira,10969.0
492,4,h,1115000.0,2016,13.9,4.0,2.0,575.0,Glen Eira,10969.0
493,3,h,1197000.0,2016,13.9,3.0,2.0,692.0,Glen Eira,10969.0
494,2,u,485000.0,2016,13.9,2.0,2.0,0.0,Glen Eira,10969.0
495,4,h,1365000.0,2016,13.9,4.0,1.0,582.0,Glen Eira,10969.0
496,4,h,1698888.0,2016,13.9,4.0,2.0,598.0,Glen Eira,10969.0
497,3,t,965000.0,2016,13.9,3.0,1.0,283.0,Glen Eira,10969.0
498,3,u,870000.0,2016,13.9,3.0,2.0,365.0,Glen Eira,10969.0
499,3,h,1161000.0,2016,13.9,3.0,3.0,629.0,Glen Eira,10969.0
500,3,h,1266000.0,2016,13.9,3.0,3.0,676.0,Glen Eira,10969.0
501,3,t,700000.0,2016,13.9,3.0,2.0,194.0,Glen Eira,10969.0
502,4,t,1325000.0,2017,13.9,4.0,2.0,363.0,Glen Eira,10969.0
503,3,u,770000.0,2017,13.9,3.0,1.0,281.0,Glen Eira,10969.0
504,1,u,380000.0,2017,13.9,1.0,1.0,0.0,Glen Eira,10969.0
505,4,h,1175000.0,2017,13.9,4.0,2.0,620.0,Glen Eira,10969.0
506,3,h,1200000.0,2017,13.9,3.0,1.0,640.0,Glen Eira,10969.0
507,4,h,1370000.0,2017,13.9,4.0,2.0,684.0,Glen Eira,10969.0
508,4,h,1433500.0,2017,13.9,4.0,1.0,725.0,Glen Eira,10969.0
509,3,t,860000.0,2016,13.9,3.0,1.0,210.0,Glen Eira,10969.0
510,2,u,715000.0,2016,13.9,2.0,1.0,194.0,Glen Eira,10969.0
511,2,h,710000.0,2016,13.9,2.0,1.0,0.0,Glen Eira,10969.0
512,5,h,1550000.0,2016,13.9,5.0,2.0,583.0,Glen Eira,10969.0
513,3,u,790000.0,2016,13.9,3.0,2.0,406.0,Glen Eira,10969.0
514,3,h,1020000.0,2016,13.9,3.0,2.0,596.0,Glen Eira,10969.0
515,3,h,886000.0,2016,13.9,3.0,1.0,185.0,Glen Eira,10969.0
516,4,h,1015000.0,2016,13.9,4.0,3.0,625.0,Glen Eira,10969.0
517,4,h,1255000.0,2016,13.9,4.0,2.0,610.0,Glen Eira,10969.0
518,3,h,1320000.0,2016,13.9,3.0,1.0,593.0,Glen Eira,10969.0
519,3,h,870000.0,2016,13.9,3.0,1.0,326.0,Glen Eira,10969.0
520,4,h,1472500.0,2016,13.9,4.0,2.0,592.0,Glen Eira,10969.0
521,2,h,640000.0,2016,13.9,2.0,2.0,298.0,Glen Eira,10969.0
522,4,h,1620000.0,2016,13.1,4.0,2.0,697.0,Whitehorse,4605.0
523,2,u,645000.0,2017,13.1,2.0,1.0,140.0,Whitehorse,4605.0
524,4,h,1560000.0,2016,13.1,3.0,3.0,729.0,Whitehorse,4605.0
525,3,h,1715000.0,2016,13.1,3.0,2.0,458.0,Whitehorse,4605.0
526,3,h,1200000.0,2016,13.1,3.0,2.0,550.0,Whitehorse,4605.0
527,3,h,1760000.0,2016,13.1,3.0,0.0,741.0,Whitehorse,4605.0
528,3,h,948000.0,2016,13.1,3.0,2.0,384.0,Whitehorse,4605.0
529,2,u,465000.0,2016,13.1,2.0,1.0,0.0,Whitehorse,4605.0
530,4,t,975000.0,2016,13.1,4.0,2.0,299.0,Whitehorse,4605.0
531,3,h,1325000.0,2016,13.1,3.0,1.0,702.0,Whitehorse,4605.0
532,3,t,750000.0,2016,13.1,3.0,1.0,150.0,Whitehorse,4605.0
533,3,h,1400000.0,2016,13.1,3.0,1.0,643.0,Whitehorse,4605.0
534,3,h,1500000.0,2016,13.1,3.0,2.0,664.0,Whitehorse,4605.0
535,4,h,1600000.0,2016,13.1,4.0,1.0,692.0,Whitehorse,4605.0
536,4,h,1461400.0,2016,13.1,3.0,2.0,780.0,Whitehorse,4605.0
537,3,u,775000.0,2016,13.1,3.0,1.0,211.0,Whitehorse,4605.0
538,4,h,1670000.0,2016,13.1,4.0,4.0,707.0,Whitehorse,4605.0
539,3,h,4000000.0,2016,13.1,3.0,2.0,763.0,Whitehorse,4605.0
540,3,h,928000.0,2016,13.1,3.0,1.0,307.0,Whitehorse,4605.0
541,2,u,636000.0,2016,13.1,2.0,1.0,151.0,Whitehorse,4605.0
542,3,h,1170000.0,2016,13.1,3.0,1.0,755.0,Whitehorse,4605.0
543,4,h,1670000.0,2017,13.1,4.0,2.0,590.0,Whitehorse,4605.0
544,3,h,857000.0,2016,13.1,4.0,1.0,492.0,Whitehorse,4605.0
545,3,t,822500.0,2016,13.1,3.0,1.0,238.0,Whitehorse,4605.0
546,2,h,645000.0,2016,10.8,2.0,1.0,566.0,Maribyrnong,3589.0
547,3,t,502000.0,2017,10.8,3.0,1.0,220.0,Maribyrnong,3589.0
548,3,u,495000.0,2016,10.8,3.0,1.0,327.0,Maribyrnong,3589.0
549,2,h,868000.0,2016,10.8,2.0,4.0,749.0,Maribyrnong,3589.0
550,4,h,645000.0,2016,10.8,4.0,1.0,283.0,Maribyrnong,3589.0
551,3,h,652000.0,2016,10.8,3.0,1.0,216.0,Maribyrnong,3589.0
552,4,h,850000.0,2016,10.8,4.0,2.0,606.0,Maribyrnong,3589.0
553,3,h,575000.0,2016,10.8,3.0,3.0,559.0,Maribyrnong,3589.0
554,4,h,882000.0,2016,10.8,4.0,2.0,393.0,Maribyrnong,3589.0
555,3,h,730000.0,2017,10.8,3.0,2.0,544.0,Maribyrnong,3589.0
556,4,h,610000.0,2016,10.8,4.0,1.0,283.0,Maribyrnong,3589.0
557,3,h,696000.0,2017,10.8,3.0,0.0,557.0,Maribyrnong,3589.0
558,3,t,579000.0,2016,10.8,3.0,1.0,198.0,Maribyrnong,3589.0
559,3,h,765000.0,2017,10.8,3.0,1.0,658.0,Maribyrnong,3589.0
560,2,t,475000.0,2017,10.8,2.0,1.0,115.0,Maribyrnong,3589.0
561,4,h,550000.0,2016,10.8,4.0,1.0,288.0,Maribyrnong,3589.0
562,3,h,495000.0,2016,10.8,3.0,1.0,158.0,Maribyrnong,3589.0
563,3,h,565000.0,2016,10.8,3.0,1.0,566.0,Maribyrnong,3589.0
564,3,h,1635000.0,2016,11.2,3.0,2.0,366.0,Bayside,10579.0
565,4,h,3695000.0,2016,11.2,4.0,2.0,836.0,Bayside,10579.0
566,2,u,536000.0,2016,11.2,2.0,2.0,0.0,Bayside,10579.0
567,4,h,3700000.0,2016,11.2,4.0,2.0,742.0,Bayside,10579.0
568,3,h,1975000.0,2016,11.2,3.0,2.0,432.0,Bayside,10579.0
569,3,h,1390000.0,2017,11.2,3.0,2.0,340.0,Bayside,10579.0
570,4,h,2905000.0,2017,11.2,4.0,1.0,487.0,Bayside,10579.0
571,2,u,1300000.0,2017,11.2,2.0,2.0,329.0,Bayside,10579.0
572,3,t,1725000.0,2017,11.2,3.0,2.0,411.0,Bayside,10579.0
573,3,h,2100000.0,2016,11.2,3.0,2.0,463.0,Bayside,10579.0
574,2,u,800000.0,2016,11.2,2.0,1.0,90.0,Bayside,10579.0
575,4,h,1761000.0,2016,11.2,4.0,3.0,615.0,Bayside,10579.0
576,3,h,1302500.0,2016,11.2,3.0,2.0,0.0,Bayside,10579.0
577,5,h,2750000.0,2016,11.2,4.0,1.0,509.0,Bayside,10579.0
578,2,u,892500.0,2016,11.2,2.0,2.0,232.0,Bayside,10579.0
579,4,h,2145000.0,2016,11.2,3.0,1.0,550.0,Bayside,10579.0
580,5,h,3171000.0,2016,11.2,4.0,2.0,710.0,Bayside,10579.0
581,2,u,620000.0,2016,11.2,2.0,1.0,0.0,Bayside,10579.0
582,3,t,1475000.0,2016,11.2,3.0,2.0,345.0,Bayside,10579.0
583,3,h,1650000.0,2016,11.2,3.0,2.0,0.0,Bayside,10579.0
584,5,h,1562500.0,2016,11.2,5.0,2.0,655.0,Bayside,10579.0
585,3,h,2050000.0,2016,11.2,3.0,2.0,398.0,Bayside,10579.0
586,4,h,3320000.0,2016,11.2,4.0,2.0,644.0,Bayside,10579.0
587,2,u,1100000.0,2016,11.2,2.0,2.0,0.0,Bayside,10579.0
588,3,h,1650000.0,2016,11.2,3.0,1.0,354.0,Bayside,10579.0
589,2,h,1570000.0,2016,11.2,2.0,0.0,352.0,Bayside,10579.0
590,3,h,1785000.0,2016,11.2,3.0,1.0,404.0,Bayside,10579.0
591,3,h,1875000.0,2016,11.2,3.0,2.0,275.0,Bayside,10579.0
592,3,u,1266000.0,2016,11.2,3.0,2.0,277.0,Bayside,10579.0
593,5,h,2730000.0,2016,11.2,5.0,2.0,895.0,Bayside,10579.0
594,4,h,3295888.0,2016,11.2,4.0,2.0,565.0,Bayside,10579.0
595,1,u,375000.0,2016,11.2,1.0,1.0,0.0,Bayside,10579.0
596,2,u,756000.0,2016,11.2,2.0,1.0,0.0,Bayside,10579.0
597,5,h,2100000.0,2016,11.2,5.0,2.0,552.0,Bayside,10579.0
598,3,h,2375000.0,2016,11.2,4.0,2.0,547.0,Bayside,10579.0
599,3,h,1385000.0,2016,11.2,3.0,2.0,426.0,Bayside,10579.0
600,2,u,858000.0,2017,11.2,2.0,1.0,107.0,Bayside,10579.0
601,4,h,2800000.0,2017,11.2,4.0,4.0,569.0,Bayside,10579.0
602,5,h,3700000.0,2016,11.2,4.0,4.0,1572.0,Bayside,10579.0
603,4,h,2475000.0,2016,11.2,4.0,2.0,605.0,Bayside,10579.0
604,4,h,2700000.0,2016,11.2,4.0,2.0,732.0,Bayside,10579.0
605,4,h,3900000.0,2016,11.2,4.0,2.0,842.0,Bayside,10579.0
606,2,u,610000.0,2016,11.2,2.0,1.0,0.0,Bayside,10579.0
607,2,h,1532000.0,2016,11.2,2.0,2.0,411.0,Bayside,10579.0
608,2,t,1037000.0,2017,11.2,2.0,2.0,125.0,Bayside,10579.0
609,4,h,3050000.0,2017,11.2,4.0,2.0,578.0,Bayside,10579.0
610,4,t,1630000.0,2017,11.2,4.0,2.0,432.0,Bayside,10579.0
611,4,h,2640000.0,2016,11.2,4.0,2.0,848.0,Bayside,10579.0
612,1,u,671000.0,2016,11.2,1.0,1.0,70.0,Bayside,10579.0
613,4,t,2250000.0,2016,11.2,4.0,2.0,230.0,Bayside,10579.0
614,3,h,2900000.0,2016,11.2,3.0,1.0,659.0,Bayside,10579.0
615,4,h,2405000.0,2016,11.2,4.0,2.0,695.0,Bayside,10579.0
616,3,u,1352500.0,2016,11.2,2.0,1.0,280.0,Bayside,10579.0
617,5,h,3105000.0,2016,11.2,4.0,2.0,1045.0,Bayside,10579.0
618,4,h,1500000.0,2016,11.2,3.0,1.0,549.0,Bayside,10579.0
619,4,h,1940000.0,2016,10.7,4.0,2.0,682.0,Bayside,6938.0
620,4,h,1850000.0,2016,10.7,4.0,2.0,617.0,Bayside,6938.0
621,3,h,930000.0,2016,10.7,3.0,1.0,329.0,Bayside,6938.0
622,4,h,1310000.0,2016,10.7,4.0,2.0,618.0,Bayside,6938.0
623,4,h,2504000.0,2016,10.7,4.0,2.0,674.0,Bayside,6938.0
624,2,h,1445000.0,2017,10.7,2.0,1.0,649.0,Bayside,6938.0
625,4,h,1825000.0,2016,10.7,4.0,2.0,594.0,Bayside,6938.0
626,5,h,1700000.0,2016,10.7,4.0,1.0,994.0,Bayside,6938.0
627,5,h,1400000.0,2016,10.7,4.0,4.0,824.0,Bayside,6938.0
628,3,h,1500000.0,2016,10.7,3.0,2.0,315.0,Bayside,6938.0
629,3,h,1400000.0,2016,10.7,3.0,3.0,613.0,Bayside,6938.0
630,5,h,1600000.0,2016,10.7,5.0,2.0,616.0,Bayside,6938.0
631,2,h,1780000.0,2016,10.7,4.0,2.0,635.0,Bayside,6938.0
632,5,h,1200000.0,2016,10.7,5.0,5.0,775.0,Bayside,6938.0
633,2,u,775000.0,2016,10.7,2.0,1.0,112.0,Bayside,6938.0
634,3,h,1480000.0,2016,10.7,3.0,2.0,697.0,Bayside,6938.0
635,3,h,1590000.0,2016,10.7,3.0,2.0,481.0,Bayside,6938.0
636,4,h,2840000.0,2016,10.7,5.0,2.0,999.0,Bayside,6938.0
637,2,h,1000000.0,2016,10.7,2.0,2.0,564.0,Bayside,6938.0
638,4,h,1700000.0,2016,10.7,4.0,4.0,708.0,Bayside,6938.0
639,5,h,3207000.0,2016,10.7,5.0,3.0,1561.0,Bayside,6938.0
640,3,u,880000.0,2017,10.7,3.0,2.0,304.0,Bayside,6938.0
641,4,h,1920000.0,2017,10.7,4.0,1.0,1000.0,Bayside,6938.0
642,3,h,1301000.0,2016,10.7,3.0,2.0,401.0,Bayside,6938.0
643,5,h,2550000.0,2016,10.7,5.0,2.0,915.0,Bayside,6938.0
644,5,h,1915000.0,2016,10.7,5.0,0.0,645.0,Bayside,6938.0
645,4,h,1650000.0,2016,10.7,5.0,2.0,598.0,Bayside,6938.0
646,4,h,1530000.0,2016,10.7,2.0,1.0,603.0,Bayside,6938.0
647,4,h,2050000.0,2016,10.7,4.0,4.0,678.0,Bayside,6938.0
648,5,h,2550000.0,2016,10.7,5.0,2.0,551.0,Bayside,6938.0
649,2,u,905000.0,2016,10.7,2.0,2.0,189.0,Bayside,6938.0
650,3,h,1355000.0,2016,10.7,3.0,2.0,759.0,Bayside,6938.0
651,2,h,1845000.0,2016,10.7,2.0,2.0,604.0,Bayside,6938.0
652,5,h,2050000.0,2016,10.7,5.0,3.0,669.0,Bayside,6938.0
653,3,h,1710000.0,2016,10.7,4.0,2.0,435.0,Bayside,6938.0
654,3,t,1300000.0,2016,10.7,3.0,2.0,337.0,Bayside,6938.0
655,4,h,2200000.0,2016,10.7,4.0,2.0,654.0,Bayside,6938.0
656,4,h,2150000.0,2016,10.7,4.0,2.0,614.0,Bayside,6938.0
657,1,t,681000.0,2016,10.7,2.0,1.0,166.0,Bayside,6938.0
658,2,h,1310000.0,2016,10.7,4.0,2.0,302.0,Bayside,6938.0
659,1,u,340000.0,2017,10.7,1.0,1.0,0.0,Bayside,6938.0
